Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cote d'Ivoire,CIV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1225.525285,1299.765195,1267.138393,1396.009907,1580.277091,1474.831741,1586.686682,1601.049612,1737.351319,1831.450585,1940.403757,2033.551874,2025.698137,2048.482722,2039.448939,2107.531687,2272.866003,2330.619486,2471.015388,2419.687232,2061.286958,2041.929899,1959.357646,1804.708067,1684.988052,1691.933501,1681.129782,1614.048826,1574.046457,1563.01306,1491.122328,1438.937211,1385.001572,1334.504425,1299.903663,1346.996016,1405.062026,1412.812356,1438.848732,1421.707735,1356.585835,1326.127567,1275.368187,1231.719195,1221.157217,1216.187076,1208.264381,1202.889001,1206.150737,1217.20787,1213.112645,1132.548401,1223.631935,1299.811673,1379.140682,1463.710527,1529.507454,1600.765243,1666.432257,1735.801472
Cameroon,CMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,957.268911,948.7883119,957.0543641,971.3934582,983.5816676,980.8259117,1002.419026,872.0029261,905.0630329,926.1740292,930.9891199,938.9173546,939.1026282,963.3513993,1038.13988,1123.296366,1032.019048,1140.607631,1351.560446,1391.245656,1323.429975,1502.939645,1566.848948,1623.149127,1690.598826,1770.140506,1830.979282,1735.644953,1550.111663,1475.243015,1343.509957,1254.243006,1180.203312,1055.792957,1048.318448,1055.262303,1072.052026,1098.749503,1118.637591,1136.633584,1146.57231,1165.481408,1183.026638,1204.420054,1251.928982,1243.080655,1251.463863,1277.304784,1286.00108,1278.596208,1286.515572,1303.42588,1325.930225,1360.10887,1401.753174,1441.783971,1469.192636,1481.73199,1502.167919,1522.65133
"Congo, Dem. Rep.",COD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1038.932432,903.1276321,1067.064117,1094.012987,1039.408453,1021.608427,1060.770998,1020.79292,1034.88126,1099.681975,1066.769743,1100.417978,1073.002229,1129.872836,1134.301886,1048.551235,965.2013048,944.9246036,869.0682107,848.7542135,844.503102,842.5717139,818.2306086,809.724642,833.5844367,816.1401587,832.2832326,831.6536919,811.9986059,777.2584897,702.1347564,619.7962444,533.5345878,444.046702,411.4935093,401.1855575,386.1128657,355.5281578,341.7778254,319.562059,289.9863199,276.1421088,276.0559456,282.6470668,292.3508371,300.5624225,306.5282607,315.2638635,324.0403128,322.4182544,334.0215726,345.2661149,357.5982959,375.2191755,397.3416705,411.0205731,407.2896431,408.9247934,418.9888115,423.6402556
"Congo, Rep.",COG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1458.055579,1542.158454,1582.750619,1481.024514,1498.320678,1513.017658,1493.012852,1483.659155,1553.298161,1624.220328,1678.852319,1757.343694,1853.654418,1947.906721,2040.356518,2134.311962,2091.657173,1849.618027,1910.808275,2038.131269,2328.721966,2660.188279,3193.311316,3283.447265,3413.03581,3278.471329,2969.605565,2894.439997,2866.172553,2861.56593,2812.221469,2801.638667,2796.71303,2693.672377,2475.620176,2502.790353,2536.834015,2449.353127,2468.272413,2335.85652,2441.32827,2462.875065,2503.784893,2452.625663,2463.035795,2571.78625,2642.894074,2513.184548,2563.692366,2666.175089,2812.435974,2828.483779,2860.874336,2887.250212,3008.669179,3012.536723,2854.757683,2732.198234,2705.164802,2612.984573
Colombia,COL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2339.443033,2382.810405,2434.602192,2438.017714,2510.724827,2524.702742,2580.500554,2611.644895,2691.144605,2780.552604,2879.251068,2978.234016,3133.660175,3270.533853,3382.948981,3385.723292,3467.628018,3531.965665,3746.390302,3860.99372,3931.034722,3933.376376,3885.168569,3862.158532,3907.595731,3945.61201,4090.557135,4224.107317,4309.156676,4369.096219,4467.393708,4468.296449,4559.326185,4713.302179,4894.238968,5055.207595,5067.999941,5151.887038,5094.738563,4801.06818,4862.875593,4867.580898,4913.857764,5031.492548,5225.244906,5404.123147,5693.264947,6002.330407,6126.925972,6128.195472,6336.709214,6711.616187,6911.592004,7200.731057,7449.08672,7580.275569,7633.96904,7622.284022,7696.344413,7842.915524
Comoros,COM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,1403.282128,1412.650592,1459.892754,1488.619149,1507.77081,1499.307675,1483.785467,1464.468135,1459.987952,1372.281638,1400.235148,1286.312371,1355.821135,1356.708051,1248.969524,1258.354395,1208.461799,1223.789079,1207.180839,1199.089065,1296.058023,1294.010224,1292.494823,1288.614546,1282.527071,1287.869224,1290.730002,1270.244457,1289.679229,1299.274589,1316.498848,1337.738369,1347.551682,1374.701139,1370.513355,1353.663401,1366.675721,1386.922368,1402.740355,1409.39347
Cabo Verde,CPV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,680.4932818,725.6576536,732.0157637,785.7513407,799.7461661,853.4115573,864.2247403,888.7793562,928.7428593,965.5579642,952.7619366,943.035125,1018.164761,1075.697837,1246.779297,1387.557238,1508.86912,1640.441235,1808.843232,1973.860388,2215.06817,2225.41211,2303.971345,2362.961073,2565.7805,2705.134635,2882.889946,3279.078357,3455.101767,3370.350236,3378.25486,3468.667055,3461.926651,3445.305377,3422.748802,3414.557984,3532.140211,3619.621022,3740.004077,3907.653372
Costa Rica,CRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2911.055356,2857.537972,2903.426093,2992.618905,2994.573301,3132.245852,3244.140729,3323.106564,3499.572488,3588.68426,3754.57418,3906.142526,4121.062214,4331.052595,4459.899795,4440.608333,4566.797549,4845.057228,5013.857572,5122.36997,5023.735699,4778.922424,4311.760597,4316.046452,4537.76595,4449.44858,4572.916069,4666.893024,4703.041173,4841.828289,4884.602531,4866.333183,5177.348246,5403.268666,5504.478222,5591.194803,5525.097212,5696.768255,5957.299932,6062.262095,6172.408361,6274.316086,6375.203852,6545.736721,6730.831394,6892.92318,7289.903923,7779.324927,8034.329922,7854.952375,8141.913127,8390.479071,8689.965168,8785.741385,8993.526002,9219.389701,9509.738189,9775.850878,9936.584528,10046.94641
Caribbean small states,CSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,4552.394282,4686.541711,4905.649614,5112.261504,5287.434636,5335.426772,5683.32149,5572.152386,5320.168848,5187.223753,5186.309493,5331.841349,5583.417494,5807.675035,5878.079745,5866.739075,5870.501548,5663.893163,5654.901383,5597.068743,5627.582056,5696.728563,5792.249961,6003.916369,6020.127727,6050.547914,6122.810791,6244.062775,6353.345018,6479.41206,6644.646243,6796.404539,6951.257758,7185.458274,7408.023306,7503.989707,7722.992456,8110.081821,8374.349774,8625.089894,9150.320301,9384.841787,9442.297759,9032.806459,9086.894793,9118.64047,9165.289194,9168.580902,9150.604132,9192.772424,8987.191912,8921.684472,8985.897375,9012.598716
Cuba,CUB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2249.749109,2400.017709,2472.021473,2514.173972,2500.20812,2700.775314,2815.261493,3031.282286,3205.339382,3218.110002,3043.829242,3624.916695,3931.740492,4127.486575,4432.427704,4473.649377,4440.10355,4290.161731,4401.694538,4386.713789,4219.999652,3741.73673,3289.055344,2785.97186,2793.21945,2848.76773,3057.741685,3128.42705,3119.508198,3298.826762,3480.830892,3579.395475,3619.05531,3746.437815,3955.166666,4393.830048,4924.129609,5286.480195,5511.046965,5596.139681,5730.354775,5885.254625,6051.685746,6203.843263,6255.426161,6522.736799,6550.274373,6666.331728,6816.896809,
Curacao,CUW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88280.87817,88390.15875,85528.67702,77238.2428,73350.78482,72662.02773,72208.19117,71943.45027,72741.43011,73740.67398,74997.18378,76285.38412,77811.85715,
Cyprus,CYP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,7359.998492,8923.620775,10382.45214,11148.50555,12157.93022,12718.48863,12823.9028,13436.1815,14069.70346,15104.91781,15650.99633,16045.62155,16993.48029,18268.12482,19440.84903,20440.10274,20065.07938,21374.89467,21010.95982,21795.13108,23193.4164,23111.678,23388.15737,24514.94783,25453.76929,26686.78966,27444.18888,28141.56551,28530.93496,29566.82945,30558.42754,31469.46186,32377.07152,32725.63025,31216.76455,31023.63833,30363.51005,28873.62583,27044.30911,26834.01157,27897.95817,29643.83882,30650.24479,31506.92352,32093.02658
Czech Republic,CZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.6576,12393.60008,12318.22051,12313.04032,12666.68851,13462.9868,14047.84332,13979.36297,13946.61807,14160.91237,14806.58347,15294.62929,15577.3922,16143.26364,16930.1897,18011.3867,19193.75482,20151.17812,20520.77996,19424.27306,19808.07109,20118.58781,19929.76407,19826.79194,20343.68375,21381.70308,21863.64165,22754.7526,23324.23282,23833.52301
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,19679.53646,20258.83317,21029.17043,21964.55156,22151.41724,22041.45002,23231.73508,24063.76505,24809.3042,25827.56025,26137.15365,26235.49273,26156.77109,26637.80305,27484.6154,28187.36502,28818.91281,29178.14045,30141.85467,31075.10075,32427.37698,33836.41786,34227.56866,33670.28974,34358.33872,34783.28962,34967.47566,35539.13204,36251.19383,36913.18516,37930.48621,38509.60691,38368.61833,38073.76067,38535.17099,38835.38237,40362.29416,41622.35583,42102.85329,39804.9213,41531.9342,43969.25928,44070.9217,44139.03243,44933.72041,45321.40295,45959.57461,46916.82418,47490.51712,47628.0291
Djibouti,DJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.26873,,,,,,,,,
Dominica,DMA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2618.867757,2861.895037,2315.555375,2612.935611,2896.091324,3027.936098,3127.019576,3286.1329,3362.421022,3633.413979,3899.745485,4242.009286,4262.936255,4513.330301,4577.025898,4658.685052,4740.127372,4727.5892,4867.07516,5029.654435,5164.100867,5390.597177,5436.834471,5578.808446,5574.424445,5403.079753,5724.799477,5875.808285,5897.02359,6160.493556,6544.79032,7007.660419,6923.341809,6967.266654,6947.966251,6869.640636,6796.064221,7091.459433,6891.120222,7055.001625,6561.407407,6694.350142,7055.470182
Denmark,DNK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,20537.54956,21695.60931,22747.29246,22712.57781,24620.46143,25542.17392,26032.37882,27256.32207,28595.25826,30288.63654,30541.9296,31241.85881,32284.27938,33403.128,32874.79324,32302.67136,34130.58206,34660.80545,35322.58081,36599.24146,36378.20798,36146.14991,37505.53047,38505.6323,40130.84378,41720.67164,43708.23865,43763.90557,43736.69486,43992.48054,44569.01306,45073.01738,45803.38995,45655.9214,47928.37509,49122.86916,50262.22777,51685.98805,52640.94555,54013.79208,55850.63077,56108.9591,56190.81125,56256.75574,57608.73723,58792.66046,60892.77158,61174.54163,60504.77698,57229.03989,58041.39844,58575.60781,58487.79355,58788.08416,59437.94732,60402.12925,61877.97648,62733.01981,63915.46836,65147.42718
Dominican Republic,DOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1323.815897,1250.65073,1416.15021,1459.698977,1509.075307,1279.629042,1407.613149,1410.95847,1372.884683,1478.698497,1699.031528,1831.839875,1967.706824,2162.787411,2233.281361,2289.693183,2383.005497,2440.778216,2433.582024,2484.561187,2621.47947,2672.893399,2659.225708,2723.103005,2699.695274,2588.245366,2625.492737,2834.000242,2838.784612,2906.766189,2695.979041,2670.183307,2914.509193,3071.876588,3095.460566,3214.743013,3349.717296,3587.956385,3768.265083,3930.446262,4051.499058,4089.699378,4211.636989,4096.116386,4143.281938,4472.712436,4818.735123,5109.482859,5207.002623,5191.140356,5555.389722,5660.517067,5745.422744,5955.175904,6301.69627,6661.865042,7026.178157,7273.353765,7697.721923,8005.108444
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2481.758658,2091.434735,1638.754432,2146.94058,2214.882423,2290.655518,2121.144528,2256.527051,2429.049371,2559.322588,2708.47281,2335.791526,2895.798339,2925.11549,3058.834568,3124.420078,3291.6979,3366.83816,3571.589523,3726.365119,3643.698338,3638.921975,3752.81654,3833.821148,3925.4239,3949.455174,3850.103181,3715.104838,3577.263122,3636.079642,3572.300155,3443.656846,3424.209393,3278.646461,3182.545619,3240.990216,3315.236364,3297.999356,3414.56224,3474.273258,3557.638668,3616.683358,3770.829245,3991.079926,4108.198317,4290.531543,4299.748425,4377.498601,4409.812032,4403.873446,4480.799271,4524.720276,4588.147656,4623.094428,4702.170124,4777.427336,4830.197266,4793.946657,4764.4551,4710.583772
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,289.7557237,257.5330484,253.8744163,261.8053422,280.661228,300.7835886,314.6691908,303.7854589,303.8161965,327.3036088,358.9008384,372.9577257,382.3604723,404.5474086,412.831231,431.0244974,438.0450711,464.4841193,498.1860504,525.3901274,556.8261222,580.0672937,604.602587,638.0786731,686.9389466,724.4447779,761.66197,814.1508063,876.3346836,912.9662485,946.9852898,1006.630533,1099.264965,1202.704972,1313.457698,1423.116386,1531.507947,1619.73528,1629.418058,1710.788557,1821.056623,1925.22828,2058.265742,2219.171368,2397.48701,2609.237955,2867.783144,3192.538188,3436.664741,3674.967112,4005.488963,4313.712721,4604.474827,4900.368141,5199.319183,5503.861355,5817.700863,6158.47497,6513.241879,6853.401006
Early-demographic dividend,EAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1140.419568,1162.796262,1183.795067,1217.62375,1287.239292,1324.199015,1344.804652,1383.984145,1446.937508,1500.560455,1590.665591,1644.475543,1716.662451,1801.89588,1871.58285,1867.711669,1959.989139,1985.386305,1957.620659,1975.291072,1962.649353,1984.841521,1937.123805,1891.161811,1881.657096,1853.3516,1863.586345,1873.277781,1897.545207,1889.065714,1953.782266,2005.910794,2045.258971,2069.32071,2087.981995,2103.982227,2176.834449,2236.262084,2237.416013,2230.813393,2288.795958,2272.153256,2268.824531,2338.683706,2454.972428,2562.689111,2677.21379,2789.699735,2841.676833,2816.254722,2944.925795,3045.718458,3129.452806,3217.918976,3300.796549,3406.439283,3523.058754,3640.070155,3736.86812,3793.11503
East Asia & Pacific,EAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1283.196633,1354.099828,1419.16469,1494.000878,1614.767595,1681.313009,1785.425933,1891.630278,2038.700481,2216.064224,2227.35379,2282.276707,2394.75829,2523.302917,2484.145494,2520.566229,2583.24651,2672.018381,2779.512972,2896.877269,2957.061096,3046.16677,3114.76334,3190.853947,3324.405094,3454.764987,3555.742565,3704.108744,3915.572084,4051.833967,4195.2104,4320.888907,4410.657851,4493.550854,4630.285606,4809.364171,4996.539319,5112.46034,5053.664355,5154.628119,5357.003465,5452.540161,5603.127292,5796.745228,6051.320082,6311.09931,6612.490547,6992.04483,7188.32399,7238.314376,7697.992805,7999.303164,8318.094013,8655.923894,8957.203536,9270.529422,9584.202899,9972.646808,10325.85589,10657.27939
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6554.877731,6420.916451,6074.078682,5406.624239,5071.819789,4493.387935,4409.975192,4398.460972,4521.593779,4443.154163,4543.670729,4920.673332,5042.176675,5315.8352,5677.893783,6139.492767,6581.122656,7105.63409,7632.331452,7918.213251,7409.316657,7780.766654,8218.409323,8491.448608,8775.255345,8908.468045,8922.933192,8998.368157,9297.076627,9517.695011,9630.590472
Europe & Central Asia,ECS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,11561.81663,11903.34708,12362.33953,12986.41086,13184.71598,12990.05793,13481.89244,13772.04941,14103.6797,14525.97419,14651.66117,14629.7089,14680.21961,14877.058,15183.83977,15510.80318,15844.12247,16228.53789,16805.52351,17300.90572,17616.21306,17608.74332,17427.77823,17219.14892,17359.69907,17698.4528,17982.13428,18479.13629,18933.6052,19462.749,20272.09093,20710.06866,21021.71201,21350.59173,21978.73153,22518.54643,23341.7293,24113.39872,24263.926,23091.38892,23604.68119,24111.58389,24090.22413,24191.46132,24516.15195,24906.35811,25267.88697,25864.51761,26329.17283,26631.99403
Ecuador,ECU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2238.009442,2287.005536,2332.135219,2313.999498,2414.718843,2422.411036,2344.683855,2382.182388,2357.517025,2396.477539,2487.733278,2568.91864,2621.465487,2903.424654,3139.42257,3388.720658,3541.439666,3502.78916,3605.69079,3643.400914,3681.513472,3789.276257,3716.575461,3611.633549,3614.717412,3664.692634,3699.301137,3600.640256,3721.586722,3670.123146,3716.265702,3786.351822,3778.496069,3766.815871,3840.83194,3842.596475,3826.312622,3908.982803,3954.935436,3693.713265,3663.663784,3741.870191,3827.360221,3865.052877,4112.674443,4258.421612,4372.091869,4393.724105,4596.145182,4547.509301,4633.590358,4921.848409,5122.18009,5295.682696,5412.131646,5330.539154,5176.058803,5205.76302,5180.598998,5097.068642
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,578.3476707,591.898782,598.5224518,644.083151,699.4622549,714.8294683,731.5618627,718.6140259,689.3199214,708.0282427,730.1050241,742.5578295,748.4869576,758.0653195,753.3129071,802.7491295,889.2009411,947.4612139,1005.623151,1026.688354,1102.308491,1154.234532,1236.852343,1266.787941,1354.297602,1395.208469,1422.600461,1437.652802,1476.203101,1509.566461,1556.872141,1539.023644,1573.815657,1586.64042,1616.869571,1658.322809,1706.3525,1764.26985,1825.834299,1898.636374,1980.967846,2012.376054,2022.071536,2048.221004,2093.34633,2147.819811,2254.510459,2372.38301,2497.340222,2565.769165,2644.817039,2635.191564,2634.850052,2632.058233,2648.294169,2703.742092,2761.386198,2817.320226,2907.317585,3008.842353
Euro area,EMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10732.44811,11334.52904,11950.7076,12559.19694,13135.36957,13672.0984,14276.15555,14932.13612,15668.77361,16659.89552,17530.58513,18096.54242,18858.92846,19896.8174,20420.22822,20162.28984,21081.57308,21644.91958,22232.2759,22992.35286,23386.91174,23417.46402,23520.86506,23798.01327,24320.88804,24835.62755,25395.18388,25969.33444,26999.25226,27987.14634,28857.5186,29477.78369,29750.40822,29434.43322,30071.45189,30721.9975,31164.67905,31932.6264,32835.81727,33725.78856,34913.81174,35549.1966,35714.52692,35769.77787,36393.16764,36815.84383,37826.73268,38758.87153,38732.33883,36869.08703,37567.13056,38284.07495,37859.06134,37635.42482,38031.92808,38718.36953,39343.85589,40262.41132,40953.99717,41387.56799
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.250048,448.7974906,548.9914363,568.3235372,623.1368932,672.8124429,681.2463726,671.906258,635.1779602,666.8482966,657.450441,610.4856249,592.2885247,584.570025,560.7436676,553.8772072,488.8837133,498.5343491,501.3556333,537.4913683,,,,,,,,
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7375.702904,8172.609755,8903.769858,9673.010431,10085.78153,10600.72443,11253.03309,11597.84027,12202.33968,13158.89123,13571.91765,14032.81005,15009.80138,16001.05253,16716.47052,16626.3526,16995.08728,17298.56126,17383.4502,17238.03275,17477.86816,17331.07373,17442.06351,17664.53958,17905.28909,18254.68022,18792.33156,19783.39456,20747.18063,21714.58332,22512.761,23027.2507,23127.67602,22770.73311,23202.67272,23737.48436,24267.73618,25061.01258,26053.90537,27113.73251,28408.80677,29321.88883,29700.15588,30037.62486,30445.74886,31028.99677,31760.60254,32301.969,32072.76459,30593.60984,30502.71971,30146.99924,29235.82869,28910.75584,29398.61031,30549.79181,31449.28417,32282.90385,32897.47619,33349.70599
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742.526416,6775.13953,7209.402946,7677.69951,8778.965017,9247.522777,9183.132507,10062.43695,10732.27413,11535.16204,12486.11243,13411.03951,14768.05663,16299.1545,17613.75305,16762.2845,14370.5135,14790.82122,15940.15852,16497.20876,16778.90077,17325.51892,17633.5918,18092.36388,19109.30831,19949.57945,20741.91317
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,228.6428095,224.4334075,235.6080119,221.7376625,190.8334276,202.7207022,223.5528161,217.5104515,209.6289014,208.0793816,186.5202695,164.3366023,179.4042089,178.8016898,183.5479031,199.9229923,200.0265547,187.5167341,191.5718802,197.4323051,207.7527052,204.9382059,194.8730701,215.1545622,233.9441905,252.2122882,273.4921198,294.8054278,312.0338494,341.5541149,369.2024078,389.9389667,419.1838603,449.4203771,482.6390663,514.0573068,548.4194805,570.6518252,602.1740212
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,14960.09142,15425.1241,16055.79509,16915.09283,17332.23043,17117.83516,17859.62182,18284.37448,18757.41837,19393.25586,19706.34557,19724.23548,19820.14037,20053.0357,20503.75868,20935.36811,21417.2065,21893.85648,22732.72832,23544.7495,24256.94426,24622.49668,24832.4042,24611.78064,25202.06574,25824.56893,26270.99482,26930.21684,27706.15487,28479.57756,29555.97068,30163.07593,30432.01103,30605.42455,31284.63622,31775.67716,32779.80143,33700.3132,33809.37599,32269.11245,32931.63812,33597.45115,33298.80742,33198.91281,33640.00905,34357.86183,34988.04161,35890.08019,36607.52449,37104.02747
Fragile and conflict affected situations,FCS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1578.584714,1559.941388,1640.254315,1682.939474,1752.420014,1785.403571,1742.449148,1651.601074,1684.323401,1754.882566,1901.87824,1962.998623,1952.272321,2011.62188,2080.616355,2040.593773,2132.564992,2182.362834,2133.111413,2154.870368,2130.741614,2016.862599,1936.041402,1795.414438,1763.897593,1762.021387,1789.275738,1810.0952,1842.222349,1723.620647,1843.098097,1746.200707,1794.806243,1770.344501,1714.174627,1716.493154,1726.332887,1786.154003,1829.827946,1793.921425,1808.788891,1831.015848,1785.098228,1694.283103,1884.015477,1978.828108,2075.618769,2163.444057,2232.695248,2241.188697,2282.106728,2241.913716,2358.710429,2391.827727,2362.644585,2353.372974,2367.078479,2361.57495,2362.050218,
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12179.38576,13013.42586,13310.65882,13651.07524,14286.51271,14994.03641,15292.39479,15539.67723,15826.38524,17354.72409,18267.24198,18674.20389,19999.35411,21274.90869,21848.7905,22144.62854,22154.00712,22145.03341,22726.25779,24282.66436,25511.78347,25737.62311,26389.25606,27049.88316,27776.86808,28642.78489,29336.51037,30299.07906,31787.38005,33283.9489,33359.01248,31224.38419,30026.55203,29683.99162,30727.86407,31901.8429,32963.47174,34947.37525,36756.74422,38277.61065,40403.54958,41363.69299,41967.96758,42706.92114,44283.16252,45358.56164,47004.61581,49285.27205,49440.96818,45231.96174,46459.97325,47423.21043,46538.57743,45906.79934,45550.49814,45647.48872,46750.208,48086.66603,48805.73848,49241.07575
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1773.777387,1774.095413,1775.230621,1824.808956,1853.283182,1751.058631,1705.34918,1887.184378,1991.845523,2000.405783,2207.486439,2310.414501,2432.077462,2659.186407,2673.93975,2635.853796,2657.595478,2763.981894,2764.261549,3041.29017,2927.888838,3038.078575,2782.676852,2605.357209,2763.608813,2594.289673,2768.645312,2574.236749,2594.716825,2781.32637,2926.572538,2821.11619,2956.745625,2977.751027,3086.098158,3123.207406,3235.728509,3131.20993,3142.497964,3392.976318,3315.954492,3370.143653,3472.305742,3503.509182,3681.147908,3690.023765,3729.934347,3661.408756,3659.092104,3573.39255,3652.527437,3735.558315,3781.184542,3957.728169,4175.42402,4359.220151,4449.306177,4663.664292,4795.194518,4810.947965
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12743.9251,13203.32086,13911.25505,14572.27695,15337.07682,15893.04974,16557.48112,17219.86626,17852.72455,18978.68797,19984.5896,20880.89334,21648.55226,22842.67364,23654.18455,23279.80603,24164.72539,24888.17632,25772.30346,26577.74794,26877.72339,27033.33438,27567.07914,27757.28985,28020.46188,28315.83051,28814.17425,29383.96012,30604.40403,31761.24752,32524.05876,32683.34771,33041.36211,32691.68433,33338.33907,33917.92621,34275.60541,34952.52162,36073.63658,37116.4108,38309.44274,38786.0858,38942.28122,38985.53586,39794.63551,40152.69287,40850.35554,41582.79972,41456.48343,40058.67976,40638.334,41329.03537,41258.27473,41282.99081,41480.76961,41793.54472,42140.03688,43015.21064,43720.02635,44317.39232
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48530.23385,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.369302,2295.071055,2302.243767,2330.916299,2361.767425,2473.760773,2506.44815,2644.60198,2577.995631,2720.36899,2614.539469,2452.473981,2528.722595,2573.634157,2707.561999,2772.161917,2791.049651,2838.349139,2758.044438,2827.513116,2845.544864,2818.087475,2774.145582,2819.938926,2885.445676,2961.937019,2877.272288,2734.243173,2633.409182,2718.461551,2710.081627,2751.712396,2728.624468,
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4366.391519,4962.910601,5275.369708,5528.719849,5699.964768,6076.947247,6236.872698,6365.231532,6389.90686,6764.358759,7205.906886,7795.673933,8522.097018,9220.784665,12622.25498,14747.23176,19581.67116,16741.91687,12424.91916,12189.53325,12198.84601,12504.20053,11811.8052,12153.95984,12724.89357,12097.564,11676.49832,9410.744668,10328.80106,10905.05745,11159.84814,11522.88104,10868.35119,10998.88745,11110.78618,11365.73513,11481.34582,11838.28324,11949.28247,10618.79269,10170.25645,10142.65092,9879.34623,9859.247704,9679.071757,9675.426533,9143.470971,9413.582836,8826.626396,8554.28311,8849.3553,9136.614569,9258.881973,9418.219737,9476.599738,9521.288559,9429.046318,9212.972581,9051.281301,9128.882136
